Facility Name,Health Facility Type
PAGALONGAN BARANGAY HEALTH STATION,Barangay Health Station
PANANG BARANGAY HEALTH STATION,Barangay Health Station
PILINTANGAN BARANGAY HEALTH STATION,Barangay Health Station
SERRAN BARANGAY HEALTH STATION,Barangay Health Station
WAO DISTRICT HOSPITAL,Hospital
WAO RURAL HEALTH UNIT,Rural Health Unit
WAO RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
WEST KILIKILI BARANGAY HEALTH STATION,Barangay Health Station
WESTERN WAO BARANGAY HEALTH STATION,Barangay Health Station
AMPATUAN RURAL HEALTH UNIT,Rural Health Unit
AMPATUAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
CHRISLAMVILLE BIRTHING HOME AND CLINIC,Birthing Home
KAMASI BARANGAY HEALTH STATION,Barangay Health Station
KAURAN BARANGAY HEALTH STATION,Barangay Health Station
SAUDIA BIRTHING CLINIC,Birthing Home
TOMICOR BARANGAY HEALTH STATION,Barangay Health Station
BARIRA RURAL HEALTH UNIT,Rural Health Unit
BARIRA RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
BUALAN BARANGAY HEALTH STATION,Barangay Health Station
KOROSOYAN BARANGAY HEALTH STATION,Barangay Health Station
LAMIN BARANGAY HEALTH STATION,Barangay Health Station
LIONG BARANGAY HEALTH STATION,Barangay Health Station
LIPA BARANGAY HEALTH STATION,Barangay Health Station
MARANG BARANGAY HEALTH STATION,Barangay Health Station
NABALAWAG BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
TOGAIG BARANGAY HEALTH STATION,Barangay Health Station
ALYSSAH BIRTHING HOME AND MIDWIFE CLINIC,Birthing Home
AMPUAN BARANGAY HEALTH STATION,Barangay Health Station
BULDON RURAL HEALTH UNIT,Rural Health Unit
BULDON RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
CABAYUAN BARANGAY HEALTH STATION,Barangay Health Station
DINGANEN BARANGAY HEALTH STATION,Barangay Health Station
EDCOR BARANGAY HEALTH STATION,Barangay Health Station
KARIM BARANGAY HEALTH STATION,Barangay Health Station
MATAYA BARANGAY HEALTH STATION,Barangay Health Station
MINABAY BARANGAY HEALTH STATION,Barangay Health Station
NUYO BARANGAY HEALTH STATION,Barangay Health Station
ORING BARANGAY HEALTH STATION,Barangay Health Station
BULUAN DISTRICT HOSPITAL,Hospital
BULUAN RURAL HEALTH UNIT,Rural Health Unit
BULUAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
DIGAL BARANGAY HEALTH STATION,Barangay Health Station
MAGRINA CLINIC AND HOSPITAL,Infirmary
MANANGAN CLINIC AND HOSPITAL,Infirmary
MASLABENG BARANGAY HEALTH STATION,Barangay Health Station
MOTHER-CHILD 24/7 PAANAKAN LYING-IN CLINIC,Birthing Home
SHYRELL LYING IN CLINIC,Birthing Home
BAILABI BIRTHING LYING IN CLINIC II,Birthing Home
DATU ABDULLAH SANGKI RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
DATU ABULLAH SANGKI RURAL HEALTH UNIT,Rural Health Unit
DIMAMPAO BARANGAY HEALTH STATION,Barangay Health Station
MAO BARANGAY HEALTH STATION,Barangay Health Station
TALISAWA BARANGAY HEALTH STATION,Barangay Health Station
ADAON BARANGAY HEALTH STATION,Barangay Health Station
BRAR BARANGAY HEALTH STATION,Barangay Health Station
DATU ANGGAL MIDTIMBANG RURAL HEALTH UNIT,Rural Health Unit
DATU ANGGAL MIDTIMBANG RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
JHALILNOR HOSPITAL,Infirmary
MAPAYAG BARANGAY HEALTH STATION,Barangay Health Station
MAPAYAG BARANGAY HEALTH STATION BIRTHING HOME,Birthing Home
NUNANGAN BARANGAY HEALTH STATION BIRTHING HOME,Birthing Home
NUNANGEN BARANGAY HEALTH STATION,Barangay Health Station
TUGAL BARANGAY HEALTH STATION,Barangay Health Station
DATU BLAH T. SINSUAT BARANGAY HEALTH STATION,Barangay Health Station
DATU BLAH T. SINSUAT RURAL HEALTH UNIT,Rural Health Unit
NALKAN BARANGAY HEALTH STATION,Barangay Health Station
PENANSARAN BARANGAY HEALTH STATION,Barangay Health Station
DATU HOFFER AMPATUAN RURAL HEALTH UNIT,Rural Health Unit
DATU HOFFER AMPATUAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
MAGUINDANAO PROVINCIAL HOSPITAL,Hospital
MAGUINDANAO PROVINCIAL HOSPITAL,COVID-19 Testing Laboratory
MOTHER TUAYAN BARANGAY HEALTH STATION,Barangay Health Station
ANTONNIETTE WELL FAMILY MIDWIFE CLINIC,Birthing Home
AWANG BARANGAY HEALTH STATION,Birthing Home
BAKA BARANGAY HEALTH STATION,Barangay Health Station
BENOLEN BARANGAY HEALTH STATION,Barangay Health Station
BITU BARANGAY HEALTH STATION,Barangay Health Station
BLUE HERO LYING IN CLINIC,Birthing Home
BROCE BARANGAY HEALTH STATION,Barangay Health Station
BUGAWAS BARANGAY HEALTH STATION,Barangay Health Station
CAMP SIONGCO STATION HOSPITAL,Hospital
DATU ODIN SINSUAT DISTRICT HOSPITAL,Hospital
DATU ODIN SINSUAT RURAL HEALTH UNIT,Rural Health Unit
DATU ODIN SINSUAT RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
DATU ODIN SINSUAT RURAL HEALTH UNIT BIRTHING HOME - NORTH,Birthing Home
DINAIG PROPER BARANGAY HEALTH STATION,Barangay Health Station
DULANGAN BARANGAY HEALTH STATION,Barangay Health Station
KURINTEM BARANGAY HEALTH STATION,Barangay Health Station
KUSIONG BARANGAY HEALTH STATION,Barangay Health Station
LABUNGAN BARANGAY HEALTH STATION,Barangay Health Station
LINEK BARANGAY HEALTH STATION,Barangay Health Station
MAMA RON PAANAKAN AND MIDWIFE CLINIC,Birthing Home
MARGUES BARANGAY HEALTH STATION,Barangay Health Station
MOMPONG BARANGAY HEALTH STATION,Barangay Health Station
NEKITAN BARANGAY HEALTH STATION,Barangay Health Station
SEMBA BARANGAY HEALTH STATION,Barangay Health Station
SKD LYING IN AND MIDWIFE CLINIC,Birthing Home
TAMBAK BARANGAY HEALTH STATION,Barangay Health Station
TANUEL BARANGAY HEALTH STATION,Barangay Health Station
TAPIAN BARANGAY HEALTH STATION,Barangay Health Station
TAVIRAN BARANGAY HEALTH STATION,Barangay Health Station
AMEROL BIRTHING HOME,Birthing Home
BONAWAN BARANGAY HEALTH STATION,Barangay Health Station
DAMALUSAY BARANGAY HEALTH STATION,Barangay Health Station
DATANG BARANGAY HEALTH STATION,Barangay Health Station
DATU PAGLAS RURAL HEALTH UNIT,Rural Health Unit
DATU PAGLAS RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
EROS MEDICAL LYING IN CLINIC,Infirmary
LOMOYON BARANGAY HEALTH STATION,Barangay Health Station
MADIDIS BARANGAY HEALTH STATION,Barangay Health Station
MAKAT BARANGAY HEALTH STATION,Barangay Health Station
MANGADEG BARANGAY HEALTH STATION,Barangay Health Station
PUYA BARANGAY HEALTH STATION,Barangay Health Station
WELL FAMILY MIDWIFE CLINIC BRANCH I,Birthing Home
ABPI-SAMAMA MEDICAL LYING IN CLINIC AND HOSPITAL,Infirmary
BUAYAN BARANGAY HEALTH STATION,Barangay Health Station
DAMABALAS BARANGAY HEALTH STATION,Barangay Health Station
DATU PIANG RURAL HEALTH UNIT,Rural Health Unit
DATU PIANG RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
DUAMINANGA BARANGAY HEALTH STATION,Barangay Health Station
LIONG BARANGAY HEALTH STATION,Barangay Health Station
MAGASLONG BARANGAY HEALTH STATION,Barangay Health Station
PARISA WELL FAMILY MIDWIFE CLINIC,Birthing Home
DATU SALIBO RURAL HEALTH UNIT,Rural Health Unit
SAMBULAWAN BARANGAY HEALTH STATION,Barangay Health Station
AKAS BIRTHING HOME AND CLINIC,Birthing Home
DAPIAWAN BARANGAY HEALTH STATION,Barangay Health Station
DATU SAUDI AMPATUAN RURAL HEALTH UNIT,Rural Health Unit
DATU SAUDI AMPATUAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
"DR. G AKAS HOSPITAL, INC.",Infirmary
ELIAN BARANGAY HEALTH STATION,Barangay Health Station
FATIMA BIRTHING HOME AND MIDWIVES CLINIC,Birthing Home
GAWANG BARANGAY HEALTH STATION,Barangay Health Station
KITANGO BARANGAY HEALTH STATION,Barangay Health Station
KITAPOK BARANGAY HEALTH STATION,Barangay Health Station
MADIA BARANGAY HEALTH STATION,Barangay Health Station
MONERA PAANAKAN MIDWIFE CLINIC,Birthing Home
DATU UNSAY RURAL HEALTH UNIT,Rural Health Unit
DATU UNSAY RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
IGANAGAMPONG BARANAGAY HEALTH STATION,Barangay Health Station
META BARANGAY HEALTH STATION,Barangay Health Station
BAINON BIRTHING LYING IN CLINIC,Birthing Home
BULOD BARANGAY HEALTH STATION,Barangay Health Station
DATU ALI-NOR BNIRTHING LYING IN CLINIC,Birthing Home
GEN. SALIPADA K. PENDATUN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
GENERAL SALIPADA K. PENDATUN RURAL HEALTH UNIT,Rural Health Unit
KALADTURAN BARANGAY HEALTH STATION,Barangay Health Station
LASANGAN BARANGAY HEALTH STATION,Barangay Health Station
LOWER IDTIG BARANGAY HEALTH STATION,Barangay Health Station
PANOSOLEN BARANGAY HEALTH STATION,Barangay Health Station
PANOSOLEN BARANGAY HEALTH STATION BIRTHING HOME,Birthing Home
RAMCOR BARANGAY HEALTH STATION,Barangay Health Station
RAMCOR BARANGAY HEALTH STATION BIRTHING HOME,Birthing Home
SUMAKUBAY BARANGAY HEALTH STATION,Barangay Health Station
WELL FAMILY MIDWIFE CLINIC BRANCH III,Birthing Home
ZST BIRTHING CLINIC,Birthing Home
AHAN BARANGAY HEALTH STATION,Barangay Health Station
BAGAN BARANGAY HEALTH STATION,Barangay Health Station
GUINDULUNGAN DOCTORS HOSPITAL,Infirmary
GUINDULUNGAN MEDICAL LYING-IN CLINIC,Birthing Home
GUINDULUNGAN RURAL HEALTH UNIT,Rural Health Unit
GUINDULUNGAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
MACASAMPEN BARANGAY HEALTH STATION,Barangay Health Station
MACASAMPEN BIRTHING HOME AND CLINIC,Birthing Home
DADTUMEG BARANGAY HEALTH STATION,Barangay Health Station
KABUNTALAN RURAL HEALTH UNIT,Rural Health Unit
KABUNTALAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
MAITONG BARANGAY HEALTH STATION,Barangay Health Station
MOTHER KABUNTALAN BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
LIAB BARANGAY HEALTH STATION,Barangay Health Station
LIBUTAN BARANGAY HEALTH STATION,Barangay Health Station
MAMASAPANO BARANGAY HEALTH STATION,Barangay Health Station
MAMASAPANO RURAL HEALTH UNIT,Rural Health Unit
MAMASAPANO RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
PIMBALAKAN BARANGAY HEALTH STATION,Barangay Health Station
TUKA BARANGAY HEALTH STATION,Barangay Health Station
TUKANALIPAO BARANGAY HEALTH STATION,Barangay Health Station
MANGUDADATU RURAL HEALTH UNIT,Rural Health Unit
MANGUDADATU RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
PANAPAN BARANGAY HEALTH STATION,Barangay Health Station
BAYANGA NORTE BARANGAY HEALTH STATION,Barangay Health Station
BAYANGA SUR BARANGAY HEALTH STATION,Barangay Health Station
CENTRAL LANGKONG BARANGAY HEALTH STATION,Barangay Health Station
KIDAMA BARANGAY HEALTH STATION,Barangay Health Station
LANGKONG BARANGAY HEALTH STATION,Barangay Health Station
MARANTAO BARANGAY HEALTH STATION,Barangay Health Station
MATANOG RURAL HEALTH UNIT,Rural Health Unit
MATANOG RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
SAPAD BARANGAY HEALTH STATION,Barangay Health Station
DAMATOG BARANGAY HEALTH STATION,Barangay Health Station
GAYONGA BARANGAY HEALTH STATION,Barangay Health Station
GUIAWA BARANGAY HEALTH STATION,Barangay Health Station
INDATUAN BARANGAY HEALTH STATION,Barangay Health Station
NORTHERN KABUNTALAN RURAL HEALTH UNIT,Rural Health Unit
NORTHERN KABUNTALAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
PAULINO LABIO BARANGAY HEALTH STATION,Barangay Health Station
BULIT BARANGAY HEALTH STATION,Barangay Health Station
DATU MONTAWAL RURAL HEALTH UNIT,Rural Health Unit
DATU MONTAWAL RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
DUNGGUAN BARANGAY HEALTH STATION,Barangay Health Station
LIMBALOD BARANGAY HEALTH STATION,Barangay Health Station
PAGAGAWAN BARANGAY HEALTH STATION,Barangay Health Station
TALITAY BARANGAY HEALTH STATION,Barangay Health Station
GALAKIT BARANGAY HEALTH STATION,Barangay Health Station
LAYOG BARANGAY HEALTH STATION,Barangay Health Station
PAGALUNGAN RURAL HEALTH UNIT,Rural Health Unit
PAGALUNGAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
KAKAL BARANGAY HEALTH STATION,Barangay Health Station
PAGLAT RURAL HEALTH UNIT,Rural Health Unit
PAGLAT RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
SALAM BARANGAY HEALTH STATION,Barangay Health Station
TUAL BARANGAY HEALTH STATION,Barangay Health Station
TUAL BARANGAY HEALTH STATION BIRTHING HOME,Birthing Home
KABULING BARANGAY HEALTH STATION,Barangay Health Station
KAYAGA BARANGAY HEALTH STATION,Barangay Health Station
LEPAK BARANGAY HEALTH STATION,Barangay Health Station
PANDAG RURAL HEALTH UNIT,Rural Health Unit
PANDAG RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
UPPER DILAG BARANGAY HEALTH STATION,Barangay Health Station
BARANGAY MAKING BIRTHING CENTER,Birthing Home
CABUAN BARANGAY HEALTH STATION,Barangay Health Station
CALAWAG BARANGAY HEALTH STATION,Barangay Health Station
CAMP BRIG. GEN. SALIPADALA K. PENDATUN HOSPITAL,Infirmary
DEVILLES-AGTARAP MATERNAL HEALTH CARE AND LYING IN CLINIC,Birthing Home
DOC RBM LYING-IN AND OB-GYNE CLINIC,Birthing Home
GADUNGAN BARANGAY HEALTH STATION,Barangay Health Station
IRANON DISTRICT HOSPITAL,Infirmary
LITAYEN BARANGAY HEALTH STATION,Barangay Health Station
MACASANDAG BARANGAY HEALTH STATION,Barangay Health Station
MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station
MAKING BARANGAY HEALTH STATION,Barangay Health Station
MONIB WELL FAMILY MIDWIFE CLINIC,Birthing Home
NITUAN BARANGAY HEALTH STATION,Barangay Health Station
ORANDANG BARANGAY HEALTH STATION,Barangay Health Station
PARANG MEDICAL DIAGNOSTIC LABORATORY,General Clinical Laboratory
PARANG RURAL HEALTH UNIT,Rural Health Unit
PARANG RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
POBLACION II BARANGAY HEALTH STATION,Barangay Health Station
POLLOC BARANGAY HEALTH STATION,Barangay Health Station
SAFRAH BIRTHING CLINIC,Birthing Home
SARMIENTO BARANGAY HEALTH STATION,Barangay Health Station
TAGUDTUNGAN BARANGAY HEALTH STATION,Barangay Health Station
TUCA - MAROR BARANGAY HEALTH STATION,Barangay Health Station
ZUELLIG FAMILY FOUNDATION BIRTHING CENTER,Birthing Home
BAILABI BIRTHING LYING IN CLINIC,Birthing Home
BAITUL WILADAH BIRTHING CLINIC,Birthing Home
BAKAT BARANGAY HEALTH STATION,Barangay Health Station
MILEB BARANGAY HEALTH STATION,Barangay Health Station
PIDSANDAWAN BARANGAY HEALTH STATION,Barangay Health Station
RAJAH BUAYAN RURAL HEALTH UNIT,Rural Health Unit
RAJAH BUAYAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
SAMPAO BARANGAY HEALTH STATION,Barangay Health Station
KULOY BARANGAY HEALTH STATION,Barangay Health Station
LABULABU BARANGAY HEALTH STATION,Barangay Health Station
LAPOK BARANGAY HEALTH STATION,Barangay Health Station
SHARIFF AGUAK RURAL HEALTH UNIT,Rural Health Unit
SHARIFF AGUAK RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
SULAIK CLINIC AND HOSPITAL,Infirmary
TIMBANGON MIDWIFE CLINIC,Birthing Home
BANGSAMORO MATERNITY AND BIRTHING CLINIC,Birthing Home
PAMALIAN BARANGAY HEALTH STATION,Barangay Health Station
PIKEG BARANGAY HEALTH STATION,Barangay Health Station
SHARIFF SAYDONA MUSTAPHA RURAL HEALTH UNIT,Rural Health Unit
SHARIFF SAYDONA MUSTAPHA RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
BONGO BARANGAY HEALTH STATION,Barangay Health Station
ITAW BARANGAY HEALTH STATION,Barangay Health Station
KIGAN BARANGAY HEALTH STATION,Barangay Health Station
KUYA BARANGAY HEALTH STATION,Barangay Health Station
LOOY BARANGAY HEALTH STATION,Barangay Health Station
PANDAN BARANGAY HEALTH STATION,Barangay Health Station
PILAR BARANGAY HEALTH STATION,Barangay Health Station
SAN JOSE BARANGAY HEALTH STATION,Barangay Health Station
SOUTH UPI MUNICIPAL HOSPITAL,Hospital
SOUTH UPI RURAL HEALTH UNIT,Rural Health Unit
SOUTH UPI RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
ALAMADA BARANGAY HEALTH STATION,Barangay Health Station
AMANAH BIRTHING CLINIC AND MEDICAL SERVICES,Birthing Home
BANATIN BARANGAY HEALTH STATION,Barangay Health Station
BULALO BARANGAY HEALTH STATION,Barangay Health Station
CALSADA BARANGAY HEALTH STATION,Barangay Health Station
COTABATO SANITARIUM AND GENERAL HOSPITAL,Hospital
COTABATO SANITARIUM AND GENERAL HOSPITAL (CSGH) BUCAS CENTER,Bagong Urgent Care and Ambulatory Service
CROSSING SIMUAY BARANGAY HEALTH STATION,Barangay Health Station
DALUMANGCOB BARANGAY HEALTH STATION,Barangay Health Station
DAMANIOG BARANGAY HEALTH STATION,Barangay Health Station
DARAPANAN BARANGAY HEALTH STATION,Barangay Health Station
GANG BARANGAY HEALTH STATION,Barangay Health Station
IBOTEGEN BARANGAY HEALTH STATION,Barangay Health Station
KAKAR BARANGAY HEALTH STATION,Barangay Health Station
KATIDTUAN BARANGAY HEALTH STATION,Barangay Health Station
LADIA BARANGAY HEALTH STATION,Barangay Health Station
LIMBO BARANGAY HEALTH STATION,Barangay Health Station
MAIDAPA BARANGAY HEALTH STATION,Barangay Health Station
MAKAGUILING BARANGAY HEALTH STATION,Barangay Health Station
MULAOG BARANGAY HEALTH STATION,Barangay Health Station
NARA BARANGAY HEALTH STATION,Barangay Health Station
PAANAKAN NI DOK AND MATERNAL CARE CLINIC,Birthing Home
PIGCALAGAN BARANGAY HEALTH STATION,Barangay Health Station
PINARING BARANGAY HEALTH STATION,Barangay Health Station
REBUKEN BARANGAY HEALTH STATION,Barangay Health Station
SALIMBAO BARANGAY HEALTH STATION,Barangay Health Station
SAMBOLAWAN BARANGAY HEALTH STATION,Barangay Health Station
SULTAN KUDARAT RURAL HEALTH UNIT,Rural Health Unit
SULTAN KUDARAT RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
BALUT BARANGAY HEALTH STATION,Barangay Health Station
BOLIOK BARANGAY HEALTH STATION,Barangay Health Station
BONGABONG BARANGAY HEALTH STATION,Barangay Health Station
DAGURUNGAN BARANGAY HEALTH STATION,Barangay Health Station
KIRKIR BARANGAY HEALTH STATION,Barangay Health Station
MACABISO BARANGAY HEALTH STATION,Barangay Health Station
NAMUKEN BARANGAY HEALTH STATION,Barangay Health Station
SIMUAY SEASHORE BARANGAY HEALTH STATION,Barangay Health Station
SOLON BARANGAY HEALTH STATION,Barangay Health Station
SULTAN MASTURA RURAL HEALTH UNIT,Rural Health Unit
SULTAN MASTURA RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
TAMBO BARANGAY HEALTH STATION,Barangay Health Station
TARIKEN BARANGAY HEALTH STATION,Barangay Health Station
TUKA BARANGAY HEALTH STATION,Barangay Health Station
ANGKAYAMAT BARANGAY HEALTH STATION,Barangay Health Station
BULOD BARANGAY HEALTH STATION,Barangay Health Station
GADUNGAN BARANGAY HEALTH STATION,Barangay Health Station
KULAMBOG BARANGAY HEALTH STATION,Barangay Health Station
PALDONG BARANGAY HEALTH STATION,Barangay Health Station
PAPAKAN BARANGAY HEALTH STATION,Barangay Health Station
ROHANNA BIRTHING  LYING-IN CLINIC AND HOSPITAL,Infirmary
SAKILAN BIRTHING HOME AND LYING-IN CLINIC,Birthing Home
SULTAN SA BARONGIS RURAL HEALTH UNIT,Rural Health Unit
SULTAN SA BARONGIS RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
TUKANAKUDEN BARANGAY HEALTH STATION,Barangay Health Station
BINANGGA NORTH BARANGAY HEALTH STATION,Barangay Health Station
DAMABLAC BARANGAY HEALTH STATION,Barangay Health Station
KATIBPUAN BARANGAY HEALTH STATION,Barangay Health Station
KIDATE BARANGAY HEALTH STATION,Barangay Health Station
LINAMUNAN BARANGAY HEALTH STATION,Barangay Health Station
NORJHALIL BIRTHING HOME AND MIDWIFE CLINIC,Birthing Home
TALAYAN RURAL HEALTH UNIT,Rural Health Unit
TALAYAN RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
TAMAR BARANGAY HEALTH STATION,Barangay Health Station
KUDEN BARANGAY HEALTH STATION,Barangay Health Station
MANGGAY BARANGAY HEALTH STATION,Barangay Health Station
TALITAY RURAL HEALTH UNIT,Rural Health Unit
TALITAY RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
BLENSONG BARANGAY HEALTH STATION,Barangay Health Station
BORONGOTAN BARANGAY HEALTH STATION,Barangay Health Station
BUGABUNGAN BARANGAY HEALTH STATION,Barangay Health Station
BUNGCOG BARANGAY HEALTH STATION,Barangay Health Station
DARUGAO BARANGAY HEALTH STATION,Barangay Health Station
DATU BLAH T. SINSUAT DISTRICT HOSPITAL,Hospital
KABAKABA BARANGAY HEALTH STATION,Barangay Health Station
KIBLEG BARANGAY HEALTH STATION,Barangay Health Station
KIBUCAY BARANGAY HEALTH STATION,Barangay Health Station
KIGA BARANGAY HEALTH STATION,Barangay Health Station
KINITAAN BARANGAY HEALTH STATION,Barangay Health Station
KINITAAN BIRTHING CLINIC,Birthing Home
MIRAB BARANGAY HEALTH STATION,Barangay Health Station
NANGI BARANGAY HEALTH STATION,Barangay Health Station
NANGI BIRTHING CLINIC,Birthing Home
NORTH UPI RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
RANAO PILAYAN BARANGAY HEALTH STATION,Barangay Health Station
REMPES BARANGAY HEALTH STATION,Barangay Health Station
RENEDE BARANGAY HEALTH STATION,Barangay Health Station
SEFEGEFEN BARANGAY HEALTH STATION,Barangay Health Station
TINUNGKAAN BARANGAY HEALTH STATION,Barangay Health Station
UPI AMBULATORY HEALTH CARE CENTER,Ambulatory Surgical Clinic
UPI RURAL HEALTH UNIT,Rural Health Unit
CENTRAL LABAS BARANGAY HEALTH STATION,Barangay Health Station
KADAYANGAN RURAL HEALTH UNIT,Rural Health Unit
KAPINPILAN BARANGAY HEALTH STATION,Barangay Health Station
MALINGAO BARANGAY HEALTH STATION,Barangay Health Station
MUDSENG BARANGAY HEALTH STATION,Barangay Health Station
SAMBULAWAN BARANGAY HEALTH STATION,Barangay Health Station
TUGAL BARANGAY HEALTH STATION,Barangay Health Station
TUMBRAS BARANGAY HEALTH STATION,Barangay Health Station
KAPALAWAN RURAL HEALTH UNIT,Rural Health Unit
